NelsonMountainTuff,RatCreekTuff,CebollaCreekTuff,SnowshoeMountainTuff,support,precision,recall,local_f1,micro f1,macro f1,weighted f1,iteration,drop
5,20,71,4,100,0.8160919540229885,0.71,0.7593582887700535,0.8025000000000001,0.8043385075094628,0.8043385075094628,5,glass_tr
4,8,1,87,100,0.90625,0.87,0.8877551020408163,0.8025000000000001,0.8043385075094628,0.8043385075094628,5,glass_tr
85,5,4,6,100,0.934065934065934,0.85,0.8900523560209425,0.9125,0.912142798861182,0.912142798861182,5,horn
4,90,6,0,100,0.8823529411764706,0.9,0.8910891089108911,0.9125,0.912142798861182,0.912142798861182,5,horn
2,5,93,0,100,0.8942307692307693,0.93,0.911764705882353,0.9125,0.912142798861182,0.912142798861182,5,horn
0,2,1,97,100,0.941747572815534,0.97,0.9556650246305418,0.9125,0.912142798861182,0.912142798861182,5,horn
84,14,0,2,100,0.8936170212765957,0.84,0.8659793814432989,0.8575000000000002,0.8586125519915497,0.8586125519915497,6,no_drop
0,100,0,0,100,0.7246376811594203,1.0,0.8403361344537814,0.8575000000000002,0.8586125519915497,0.8586125519915497,6,no_drop
0,16,81,3,100,0.9529411764705882,0.81,0.8756756756756757,0.8575000000000002,0.8586125519915497,0.8586125519915497,6,no_drop
10,8,4,78,100,0.9397590361445785,0.78,0.8524590163934427,0.8575000000000002,0.8586125519915497,0.8586125519915497,6,no_drop
90,3,2,5,100,0.8823529411764706,0.9,0.8910891089108911,0.8975,0.8974163616656217,0.8974163616656216,6,plag
3,95,2,0,100,0.8636363636363636,0.95,0.9047619047619048,0.8975,0.8974163616656217,0.8974163616656216,6,plag
0,7,89,4,100,0.946808510638298,0.89,0.9175257731958764,0.8975,0.8974163616656217,0.8974163616656216,6,plag
9,5,1,85,100,0.9042553191489362,0.85,0.8762886597938143,0.8975,0.8974163616656217,0.8974163616656216,6,plag
58,21,6,15,100,0.7160493827160493,0.58,0.6408839779005524,0.715,0.7129261891199178,0.7129261891199178,6,san
3,85,8,4,100,0.6390977443609023,0.85,0.7296137339055794,0.715,0.7129261891199178,0.7129261891199178,6,san
0,14,78,8,100,0.8297872340425532,0.78,0.8041237113402062,0.715,0.7129261891199178,0.7129261891199178,6,san
20,13,2,65,100,0.7065217391304348,0.65,0.6770833333333333,0.715,0.7129261891199178,0.7129261891199178,6,san
90,3,2,5,100,0.8823529411764706,0.9,0.8910891089108911,0.8975,0.8974163616656217,0.8974163616656216,6,biot
3,95,2,0,100,0.8636363636363636,0.95,0.9047619047619048,0.8975,0.8974163616656217,0.8974163616656216,6,biot
0,7,89,4,100,0.946808510638298,0.89,0.9175257731958764,0.8975,0.8974163616656217,0.8974163616656216,6,biot
9,5,1,85,100,0.9042553191489362,0.85,0.8762886597938143,0.8975,0.8974163616656217,0.8974163616656216,6,biot
90,3,2,5,100,0.8823529411764706,0.9,0.8910891089108911,0.8975,0.8974163616656217,0.8974163616656216,6,cpx
3,95,2,0,100,0.8636363636363636,0.95,0.9047619047619048,0.8975,0.8974163616656217,0.8974163616656216,6,cpx
0,7,89,4,100,0.946808510638298,0.89,0.9175257731958764,0.8975,0.8974163616656217,0.8974163616656216,6,cpx
9,5,1,85,100,0.9042553191489362,0.85,0.8762886597938143,0.8975,0.8974163616656217,0.8974163616656216,6,cpx
90,3,2,5,100,0.8823529411764706,0.9,0.8910891089108911,0.8975,0.8974163616656217,0.8974163616656216,6,glass_maj
3,95,2,0,100,0.8636363636363636,0.95,0.9047619047619048,0.8975,0.8974163616656217,0.8974163616656216,6,glass_maj
0,7,89,4,100,0.946808510638298,0.89,0.9175257731958764,0.8975,0.8974163616656217,0.8974163616656216,6,glass_maj
9,5,1,85,100,0.9042553191489362,0.85,0.8762886597938143,0.8975,0.8974163616656217,0.8974163616656216,6,glass_maj
79,8,4,9,100,0.9080459770114944,0.79,0.8449197860962566,0.8225,0.823766195759172,0.823766195759172,6,glass_tr
5,90,4,1,100,0.72,0.9,0.7999999999999999,0.8225,0.823766195759172,0.823766195759172,6,glass_tr
0,13,78,9,100,0.896551724137931,0.78,0.8342245989304813,0.8225,0.823766195759172,0.823766195759172,6,glass_tr
3,14,1,82,100,0.8118811881188119,0.82,0.8159203980099502,0.8225,0.823766195759172,0.823766195759172,6,glass_tr
90,3,2,5,100,0.8823529411764706,0.9,0.8910891089108911,0.8975,0.8974163616656217,0.8974163616656216,6,horn
3,95,2,0,100,0.8636363636363636,0.95,0.9047619047619048,0.8975,0.8974163616656217,0.8974163616656216,6,horn
0,7,89,4,100,0.946808510638298,0.89,0.9175257731958764,0.8975,0.8974163616656217,0.8974163616656216,6,horn
9,5,1,85,100,0.9042553191489362,0.85,0.8762886597938143,0.8975,0.8974163616656217,0.8974163616656216,6,horn
87,0,13,0,100,0.9157894736842104,0.87,0.8923076923076922,0.875,0.8780167608020606,0.8780167608020605,7,no_drop
0,88,12,0,100,1.0,0.88,0.9361702127659576,0.875,0.8780167608020606,0.8780167608020605,7,no_drop
